Samples	water	D-St6	D-St7	D-St8	D-St9
3.867	0.009	0.56015	0.25265	0.2405	0.12615
3.875	0.00735	0.55875	0.2544	0.24	0.12545
3.883	0.00605	0.55285	0.2531	0.2383	0.12355
3.892	0.00805	0.55125	0.2513	0.23805	0.12555
3.900	0.0071	0.54955	0.24865	0.2389	0.12165
3.908	0.0087	0.5476	0.2473	0.2375	0.1209
3.917	0.0051	0.5432	0.2424	0.2367	0.11815
3.925	0.00525	0.53895	0.241	0.2356	0.11945
3.933	0.0045	0.54	0.2401	0.23255	0.1163
3.942	0.00545	0.5399	0.23695	0.23115	0.1158
3.950	0.00335	0.52875	0.23535	0.2317	0.116
3.958	0.0027	0.527	0.23455	0.2307	0.1165
3.967	0.00505	0.52315	0.2331	0.23325	0.116
3.975	0.00495	0.52005	0.2321	0.2324	0.11545
3.983	0.00635	0.51625	0.22955	0.232	0.1131
3.992	0.00555	0.5176	0.22875	0.2294	0.11465
4.000	0.0056	0.51425	0.23175	0.22775	0.1115
4.008	0.0048	0.5136	0.2279	0.22665	0.1128
4.017	0.00285	0.5135	0.224	0.22385	0.11
4.025	0.0033	0.51335	0.2227	0.2223	0.1091
4.033	0.00305	0.5097	0.2224	0.2194	0.10795
4.042	0.00165	0.5082	0.22215	0.21685	0.1054
4.050	0.0007	0.50855	0.21865	0.21435	0.10395
4.058	-0.00035	0.50855	0.2196	0.2108	0.1053
4.067	-0.0017	0.5076	0.21945	0.2067	0.10245
4.075	-0.00325	0.5063	0.21765	0.20525	0.10185
4.083	-0.00575	0.5037	0.2185	0.20375	0.10075
4.092	-0.00665	0.502	0.2156	0.2005	0.0994
4.100	-0.0059	0.5017	0.214	0.19355	0.0988
4.108	-0.0056	0.5012	0.21385	0.1911	0.09595
4.117	-0.0065	0.4978	0.2126	0.1885	0.09565
4.125	-0.0093	0.49605	0.21355	0.18785	0.09485
4.133	-0.00945	0.4943	0.2107	0.18365	0.0946
4.142	-0.007	0.49385	0.21175	0.1839	0.0965
4.150	-0.0089	0.4929	0.21105	0.18345	0.0938
4.158	-0.0096	0.4928	0.20985	0.18175	0.092
4.167	-0.0094	0.49135	0.21045	0.1819	0.0905
4.175	-0.01085	0.4924	0.2098	0.1817	0.0893
4.183	-0.01365	0.4954	0.2074	0.1799	0.08845
4.192	-0.01315	0.4951	0.20815	0.18035	0.0868
4.200	-0.0149	0.49095	0.20985	0.1789	0.08615
4.208	-0.0144	0.493	0.2088	0.17715	0.0855
4.217	-0.01625	0.4892	0.2089	0.18015	0.0883
4.225	-0.01465	0.49015	0.20835	0.179	0.08675
4.233	-0.01295	0.48655	0.20715	0.1791	0.08835
4.242	-0.01605	0.48695	0.2094	0.1746	0.08675
4.250	-0.0165	0.48615	0.20885	0.174	0.0839
4.258	-0.01555	0.4856	0.20765	0.17155	0.0844
4.267	-0.01655	0.48325	0.2056	0.16855	0.08155
4.275	-0.01715	0.48285	0.2008	0.16545	0.0814
4.283	-0.019	0.4824	0.2001	0.16585	0.0803
4.292	-0.0177	0.4785	0.19795	0.1636	0.0792
4.300	-0.0198	0.4759	0.19535	0.1611	0.07865
4.308	-0.0204	0.47385	0.19385	0.15835	0.0766
4.317	-0.0221	0.4714	0.19225	0.1553	0.07555
4.325	-0.022	0.4722	0.19495	0.15585	0.07555
4.333	-0.02185	0.46945	0.1906	0.1556	0.07325
4.342	-0.0221	0.4675	0.19015	0.1555	0.0729
4.350	-0.02135	0.46615	0.1913	0.1531	0.07265
4.358	-0.02335	0.46325	0.1906	0.14845	0.0711
4.367	-0.0252	0.46295	0.18875	0.14645	0.0715
4.375	-0.02515	0.4639	0.19005	0.14645	0.0695
4.383	-0.02345	0.4624	0.1907	0.14305	0.0705
4.392	-0.02535	0.46315	0.1932	0.14265	0.0692
4.400	-0.02585	0.46755	0.193	0.1428	0.0712
4.408	-0.0249	0.467	0.192	0.1439	0.06805
4.417	-0.02285	0.47225	0.19165	0.14625	0.06645
4.425	-0.0257	0.4744	0.19185	0.14505	0.0649
4.433	-0.0258	0.47675	0.19245	0.1467	0.0665
4.442	-0.0273	0.4843	0.1934	0.1481	0.0649
4.450	-0.0299	0.48455	0.1957	0.14635	0.0652
4.458	-0.0281	0.48615	0.1958	0.1483	0.0651
4.467	-0.02995	0.48645	0.19655	0.14725	0.0672
4.475	-0.0304	0.4875	0.1971	0.15015	0.0665
4.483	-0.0285	0.48825	0.1981	0.1491	0.0666
4.492	-0.02855	0.48845	0.1983	0.14665	0.06575
4.500	-0.02805	0.4878	0.19795	0.14785	0.0659
4.508	-0.0299	0.49	0.19885	0.14415	0.0652
4.517	-0.03	0.48665	0.19995	0.1423	0.0646
4.525	-0.03075	0.48855	0.19425	0.14165	0.06565
4.533	-0.0333	0.48455	0.192	0.13915	0.06245
4.542	-0.03165	0.48245	0.19035	0.1375	0.06255
4.550	-0.03275	0.4792	0.18715	0.13455	0.06185
4.558	-0.0343	0.47465	0.1853	0.1324	0.0586
4.567	-0.034	0.47495	0.1839	0.13175	0.05935
4.575	-0.03475	0.47205	0.18405	0.1315	0.0598
4.583	-0.034	0.4699	0.1829	0.12895	0.05805
4.592	-0.03425	0.46895	0.18335	0.1285	0.05835
4.600	-0.0341	0.46685	0.1849	0.1295	0.05715
4.608	-0.0348	0.4676	0.1844	0.1269	0.0562
4.617	-0.03295	0.47325	0.1867	0.1236	0.0545
4.625	-0.03435	0.47485	0.1892	0.1244	0.0559
4.633	-0.03155	0.48005	0.1942	0.125	0.0576
4.642	-0.0308	0.4894	0.2012	0.12785	0.0593
4.650	-0.02835	0.50325	0.21015	0.13085	0.05895
4.658	-0.02875	0.52125	0.2218	0.1398	0.0613
4.667	-0.0273	0.5467	0.2365	0.14785	0.0627
4.675	-0.0237	0.58615	0.25505	0.1594	0.0648
4.683	-0.02585	0.63765	0.2815	0.1757	0.0692
4.692	-0.02605	0.7046	0.32015	0.1994	0.0752
4.700	-0.02585	0.79265	0.36935	0.2292	0.08265
4.708	-0.02775	0.90425	0.43215	0.2677	0.09115
4.717	-0.02865	1.04355	0.5081	0.31585	0.1084
4.725	-0.03095	1.21965	0.6013	0.3791	0.12635
4.733	-0.0304	1.43505	0.71445	0.45665	0.14675
4.742	-0.03175	1.68865	0.8473	0.54845	0.1726
4.750	-0.03265	1.9874	1.0035	0.6548	0.20325
4.758	-0.0341	2.3306	1.1723	0.7794	0.23525
4.767	-0.03405	2.71785	1.35755	0.9228	0.2744
4.775	-0.0371	3.13445	1.5595	1.07785	0.31725
4.783	-0.0402	3.5796	1.762	1.2459	0.3627
4.792	-0.0403	4.04085	1.96905	1.42515	0.41055
4.800	-0.04295	4.50115	2.17165	1.60745	0.45755
4.808	-0.043	4.9474	2.3589	1.7884	0.5028
4.817	-0.0442	5.36415	2.5289	1.9599	0.5468
4.825	-0.0454	5.7319	2.6694	2.1161	0.58595
4.833	-0.0465	6.04355	2.7831	2.2519	0.61975
4.842	-0.0478	6.2732	2.85415	2.3625	0.64515
4.850	-0.0463	6.41405	2.88295	2.43805	0.6613
4.858	-0.0467	6.46515	2.86985	2.48035	0.6686
4.867	-0.0488	6.421	2.81315	2.48135	0.66675
4.875	-0.0486	6.28875	2.7168	2.4463	0.6541
4.883	-0.0498	6.0721	2.58915	2.37795	0.63365
4.892	-0.0501	5.7816	2.4293	2.27745	0.602
4.900	-0.0525	5.4288	2.25115	2.14875	0.56735
4.908	-0.05235	5.0334	2.05635	2.00195	0.5275
4.917	-0.0525	4.60725	1.8558	1.84	0.48345
4.925	-0.05065	4.1711	1.65655	1.66835	0.43585
4.933	-0.05135	3.73275	1.46065	1.49225	0.3886
4.942	-0.05445	3.3052	1.2796	1.3188	0.34215
4.950	-0.05615	2.90695	1.1132	1.15355	0.30175
4.958	-0.0574	2.54035	0.96095	0.99675	0.261
4.967	-0.0569	2.2008	0.8247	0.85515	0.2268
4.975	-0.0571	1.90725	0.7119	0.732	0.1975
4.983	-0.05705	1.65555	0.6149	0.62175	0.16995
4.992	-0.054	1.44135	0.5354	0.5297	0.14875
5.000	-0.05405	1.2631	0.4678	0.4505	0.13045
5.008	-0.0543	1.11795	0.4129	0.3854	0.1157
5.017	-0.0549	1.0028	0.3705	0.3318	0.10295
5.025	-0.05435	0.9075	0.3398	0.28685	0.0916
5.033	-0.0543	0.8351	0.3079	0.2529	0.084
5.042	-0.05765	0.7768	0.285	0.22545	0.0774
5.050	-0.05845	0.73015	0.2697	0.20405	0.0722
5.058	-0.05785	0.694	0.25455	0.1895	0.06805
5.067	-0.05675	0.6632	0.24555	0.17575	0.0642
5.075	-0.056	0.6402	0.23465	0.16515	0.0602
5.083	-0.05785	0.6231	0.2305	0.1558	0.057
5.092	-0.05845	0.60915	0.22845	0.14925	0.0549
5.100	-0.05965	0.60055	0.2283	0.1441	0.0514
5.108	-0.06145	0.59175	0.22785	0.143	0.05355
5.117	-0.06005	0.59025	0.2331	0.141	0.0537
5.125	-0.06025	0.5938	0.239	0.13655	0.0531
5.133	-0.05915	0.6031	0.2479	0.1407	0.05385
5.142	-0.06115	0.6177	0.25755	0.1429	0.05595
5.150	-0.06085	0.6403	0.2743	0.1492	0.06035
5.158	-0.05925	0.6724	0.293	0.15855	0.06265
5.167	-0.0589	0.71065	0.31705	0.1716	0.06915
5.175	-0.05885	0.7589	0.34485	0.1915	0.07455
5.183	-0.0595	0.8175	0.3778	0.2125	0.07855
5.192	-0.057	0.8842	0.4157	0.2372	0.08615
5.200	-0.0611	0.96535	0.45815	0.2665	0.09495
5.208	-0.05965	1.0547	0.50415	0.29715	0.10425
5.217	-0.05915	1.15345	0.5547	0.33275	0.11425
5.225	-0.05965	1.25525	0.6067	0.3728	0.1255
5.233	-0.05935	1.3672	0.66025	0.4154	0.14055
5.242	-0.05975	1.4855	0.71325	0.4592	0.15375
5.250	-0.0563	1.60295	0.76375	0.50685	0.1637
5.258	-0.05635	1.7189	0.81285	0.5529	0.17875
5.267	-0.0572	1.8336	0.8559	0.5966	0.18895
5.275	-0.05445	1.94065	0.8933	0.6397	0.1998
5.283	-0.05495	2.03705	0.92925	0.67825	0.2078
5.292	-0.0566	2.1178	0.947	0.7107	0.21495
5.300	-0.05635	2.1843	0.9597	0.73925	0.221
5.308	-0.058	2.2294	0.9657	0.76085	0.22385
5.317	-0.0547	2.25525	0.964	0.77575	0.2244
5.325	-0.05535	2.26225	0.95165	0.7825	0.22555
5.333	-0.05605	2.2508	0.9317	0.77915	0.2205
5.342	-0.0544	2.22345	0.90745	0.76995	0.21685
5.350	-0.05825	2.17775	0.8787	0.75885	0.21145
5.358	-0.0564	2.1181	0.84395	0.73685	0.20465
5.367	-0.05605	2.05105	0.80655	0.7131	0.19705
5.375	-0.0574	1.97215	0.7694	0.68125	0.18815
5.383	-0.05865	1.88825	0.72905	0.64665	0.17985
5.392	-0.05845	1.80585	0.6902	0.61305	0.1691
5.400	-0.05835	1.7177	0.6536	0.58045	0.15875
5.408	-0.05985	1.63815	0.61995	0.5444	0.1519
5.417	-0.0613	1.55805	0.588	0.51475	0.14465
5.425	-0.0621	1.4854	0.5605	0.4865	0.138
5.433	-0.0611	1.41825	0.5346	0.46055	0.1307
5.442	-0.0588	1.35655	0.5139	0.4349	0.1232
5.450	-0.05925	1.30285	0.4964	0.4123	0.1175
5.458	-0.06225	1.25615	0.48295	0.3931	0.1132
5.467	-0.0623	1.22005	0.47015	0.37605	0.10945
5.475	-0.06335	1.18125	0.4596	0.3622	0.10605
5.483	-0.0615	1.15225	0.44895	0.3495	0.1049
5.492	-0.0626	1.127	0.4427	0.3404	0.10235
5.500	-0.06225	1.1089	0.43755	0.3318	0.10235
5.508	-0.0604	1.09435	0.43235	0.3267	0.10175
5.517	-0.05985	1.082	0.4282	0.32065	0.101
5.525	-0.06085	1.07445	0.42745	0.3152	0.1006
5.533	-0.0616	1.06905	0.4242	0.3103	0.09905
5.542	-0.0585	1.0629	0.42275	0.305	0.0994
5.550	-0.0606	1.0613	0.41975	0.30435	0.0989
5.558	-0.06215	1.0556	0.4169	0.30335	0.09725
5.567	-0.0623	1.0531	0.4179	0.30115	0.09935
5.575	-0.0632	1.0493	0.4164	0.3005	0.09615
5.583	-0.0618	1.0455	0.4163	0.2974	0.09565
5.592	-0.06255	1.043	0.41425	0.2988	0.09535
5.600	-0.06295	1.04355	0.41825	0.29725	0.09255
5.608	-0.06535	1.0411	0.4179	0.2987	0.0923
5.617	-0.06525	1.0379	0.41825	0.29615	0.09265
5.625	-0.06695	1.0382	0.41715	0.2992	0.09365
5.633	-0.0658	1.03605	0.41735	0.29675	0.09245
5.642	-0.0665	1.0337	0.41605	0.2926	0.09265
5.650	-0.0674	1.03435	0.41435	0.2929	0.09325
5.658	-0.0689	1.0342	0.41525	0.29325	0.09335
5.667	-0.0696	1.0341	0.4134	0.29275	0.0935
5.675	-0.06875	1.03155	0.41315	0.2906	0.0922
5.683	-0.06955	1.02935	0.4113	0.2941	0.09605
5.692	-0.06945	1.02995	0.4105	0.29385	0.0934
5.700	-0.06725	1.02975	0.41015	0.2941	0.09175
5.708	-0.0696	1.0295	0.40675	0.29595	0.09245
5.717	-0.07205	1.02835	0.4085	0.2932	0.0913
5.725	-0.0721	1.0296	0.4099	0.29485	0.0923
5.733	-0.073	1.0298	0.4086	0.29225	0.0917
5.742	-0.0731	1.0277	0.40665	0.29025	0.09265
5.750	-0.0725	1.0322	0.40705	0.29105	0.09255
5.758	-0.0721	1.03385	0.4107	0.29215	0.09325
5.767	-0.07045	1.03675	0.4106	0.2899	0.0942
5.775	-0.07115	1.0385	0.41205	0.29105	0.09425
5.783	-0.0696	1.0431	0.41005	0.2886	0.09425
5.792	-0.0704	1.0464	0.4148	0.28925	0.09415
5.800	-0.0728	1.05095	0.41775	0.2901	0.0918
5.808	-0.07345	1.05585	0.4164	0.2909	0.0927
5.817	-0.0725	1.0609	0.4192	0.2906	0.0942
5.825	-0.07325	1.0648	0.42175	0.2934	0.092
5.833	-0.07315	1.07045	0.42475	0.29595	0.09325
5.842	-0.07345	1.07365	0.4248	0.29715	0.0922
5.850	-0.0743	1.0789	0.4276	0.29645	0.0921
5.858	-0.0759	1.08565	0.43325	0.29725	0.09145
5.867	-0.07565	1.08815	0.43365	0.3003	0.0916
5.875	-0.07495	1.0937	0.4353	0.3008	0.09145
5.883	-0.0751	1.0955	0.43705	0.3031	0.0897
5.892	-0.07605	1.10005	0.437	0.30225	0.0905
5.900	-0.0764	1.10725	0.43675	0.3015	0.09205
5.908	-0.0781	1.1076	0.437	0.30325	0.0905
5.917	-0.07765	1.1049	0.43645	0.30545	0.0898
5.925	-0.0797	1.1043	0.43715	0.30305	0.08955
5.933	-0.08095	1.10415	0.43625	0.3058	0.0918
5.942	-0.0801	1.1047	0.43445	0.30565	0.0926
5.950	-0.0792	1.10125	0.43445	0.30735	0.0887
5.958	-0.077	1.09805	0.43195	0.30715	0.0871
5.967	-0.0795	1.09825	0.434	0.30545	0.0876
5.975	-0.08245	1.0959	0.43165	0.3066	0.0874
5.983	-0.08265	1.09605	0.4292	0.3032	0.08605
5.992	-0.08285	1.09325	0.427	0.303	0.08815
6.000	-0.084	1.09275	0.42835	0.3028	0.08885
6.008	-0.0831	1.09215	0.42785	0.30115	0.08925
6.017	-0.08065	1.09245	0.4271	0.3046	0.0896
6.025	-0.08075	1.09245	0.4274	0.3025	0.08685
6.033	-0.07845	1.09405	0.42825	0.3023	0.08705
6.042	-0.0791	1.0974	0.43005	0.3019	0.0869
6.050	-0.0786	1.09905	0.4358	0.3014	0.0858
6.058	-0.07875	1.10075	0.4318	0.29815	0.0869
6.067	-0.0798	1.10275	0.43255	0.2994	0.0862
6.075	-0.079	1.10435	0.43125	0.29965	0.0867
6.083	-0.07835	1.1051	0.4324	0.30015	0.08585
6.092	-0.07995	1.10485	0.4329	0.30125	0.08485
6.100	-0.0792	1.10785	0.43135	0.3007	0.08365
6.108	-0.07955	1.1082	0.43495	0.30075	0.08065
6.117	-0.08005	1.10925	0.4335	0.2997	0.0788
6.125	-0.0823	1.10775	0.4342	0.3006	0.0777
6.133	-0.0843	1.1068	0.4347	0.30315	0.07855
6.142	-0.0839	1.1046	0.43135	0.30205	0.0782
6.150	-0.0831	1.1046	0.4323	0.3004	0.0782
6.158	-0.08315	1.10295	0.43035	0.29765	0.07785
6.167	-0.0854	1.0994	0.42885	0.29665	0.0767
6.175	-0.0875	1.0978	0.43025	0.29615	0.0762
6.183	-0.08705	1.09675	0.42675	0.29485	0.0782
6.192	-0.0857	1.09575	0.427	0.2948	0.078
6.200	-0.0868	1.0951	0.4255	0.29675	0.07735
6.208	-0.08605	1.09615	0.42425	0.2959	0.0756
6.217	-0.0855	1.0963	0.423	0.2958	0.07395
6.225	-0.089	1.0947	0.4207	0.29515	0.07385
6.233	-0.0905	1.09835	0.4201	0.29435	0.07515
6.242	-0.0892	1.0987	0.4203	0.2942	0.07405
6.250	-0.09115	1.0956	0.41975	0.2924	0.0735
6.258	-0.09075	1.09395	0.41875	0.29285	0.07645
6.267	-0.0929	1.0938	0.4173	0.294	0.0749
6.275	-0.09145	1.09435	0.4159	0.29195	0.0758
6.283	-0.09115	1.09465	0.4154	0.28965	0.0774
6.292	-0.0912	1.09315	0.4154	0.2897	0.0766
6.300	-0.09045	1.09425	0.41575	0.2863	0.0756
6.308	-0.09085	1.0937	0.4176	0.28395	0.07515
6.317	-0.09285	1.0928	0.4124	0.2815	0.0736
6.325	-0.0927	1.0926	0.4121	0.28215	0.07495
6.333	-0.09335	1.0895	0.40915	0.28285	0.07305
6.342	-0.0943	1.0892	0.40785	0.2806	0.07145
6.350	-0.0937	1.0849	0.40655	0.27835	0.07165
6.358	-0.0955	1.0821	0.40625	0.2776	0.06875
6.367	-0.09655	1.0808	0.40795	0.277	0.0677
6.375	-0.0976	1.07915	0.40695	0.27615	0.06895
6.383	-0.0964	1.0749	0.40755	0.2752	0.0653
6.392	-0.0967	1.07155	0.4075	0.27635	0.06655
6.400	-0.09695	1.06845	0.4057	0.27465	0.06675
6.408	-0.1005	1.0662	0.4055	0.2713	0.06705
6.417	-0.09865	1.0635	0.4045	0.27145	0.06345
6.425	-0.10105	1.06265	0.40215	0.27	0.0653
6.433	-0.10055	1.0633	0.40335	0.2683	0.06505
6.442	-0.0997	1.06285	0.40155	0.26975	0.0667
6.450	-0.10275	1.0629	0.4011	0.26785	0.06595
6.458	-0.1026	1.0619	0.40025	0.27025	0.06535
6.467	-0.1001	1.05995	0.39875	0.26895	0.0608
6.475	-0.1025	1.06505	0.40155	0.26905	0.0611
6.483	-0.10435	1.0663	0.3999	0.26985	0.06155
6.492	-0.10565	1.06745	0.40195	0.2675	0.06095
6.500	-0.10595	1.0678	0.4016	0.2696	0.0617
6.508	-0.10695	1.06795	0.4027	0.2701	0.06175
6.517	-0.10785	1.07065	0.4059	0.27005	0.06355
6.525	-0.1051	1.07425	0.4072	0.27105	0.0642
6.533	-0.1053	1.07725	0.4105	0.2717	0.06555
6.542	-0.1042	1.08195	0.415	0.2729	0.06645
6.550	-0.10275	1.0905	0.4206	0.2754	0.0682
6.558	-0.10465	1.1009	0.42535	0.2765	0.06765
6.567	-0.10395	1.1107	0.43195	0.281	0.0684
6.575	-0.1052	1.1198	0.43365	0.28715	0.0697
6.583	-0.10715	1.13285	0.4413	0.29055	0.07035
6.592	-0.10575	1.1491	0.4491	0.29565	0.073
6.600	-0.10745	1.16095	0.45555	0.301	0.07315
6.608	-0.10635	1.1796	0.46425	0.30705	0.0732
6.617	-0.1081	1.1952	0.47215	0.31475	0.07365
6.625	-0.10905	1.21505	0.4847	0.3222	0.07385
6.633	-0.1086	1.2347	0.4924	0.33035	0.0759
6.642	-0.1127	1.25195	0.50285	0.33895	0.07805
6.650	-0.1104	1.27205	0.51175	0.3493	0.0817
6.658	-0.1112	1.29075	0.52165	0.3548	0.08185
6.667	-0.1109	1.3059	0.5278	0.36305	0.08435
6.675	-0.11105	1.328	0.5345	0.3717	0.08715
6.683	-0.1124	1.3467	0.54085	0.3789	0.0872
6.692	-0.11335	1.3615	0.5465	0.3864	0.09
6.700	-0.11295	1.37625	0.5529	0.39165	0.0906
6.708	-0.1128	1.38985	0.55565	0.4017	0.0937
6.717	-0.1132	1.40145	0.55745	0.40555	0.0936
6.725	-0.1119	1.41015	0.5601	0.4114	0.09345
6.733	-0.114	1.4185	0.5589	0.41505	0.0923
6.742	-0.11395	1.42285	0.5616	0.4175	0.0929
6.750	-0.1166	1.43185	0.56435	0.42185	0.09335
6.758	-0.117	1.43115	0.56245	0.4198	0.09165
6.767	-0.11775	1.43095	0.5603	0.4201	0.09435
6.775	-0.1175	1.4312	0.55965	0.4213	0.09565
6.783	-0.1186	1.43165	0.5592	0.4211	0.09355
6.792	-0.1157	1.43045	0.55755	0.421	0.09425
6.800	-0.1171	1.4259	0.5538	0.41865	0.09425
6.808	-0.11725	1.42685	0.54955	0.41685	0.09125
6.817	-0.11745	1.41995	0.54845	0.41535	0.0901
6.825	-0.1196	1.414	0.541	0.41005	0.08825
6.833	-0.1195	1.4072	0.53295	0.4079	0.08645
6.842	-0.1218	1.3981	0.5264	0.4045	0.08525
6.850	-0.12225	1.38515	0.5148	0.3992	0.08435
6.858	-0.12215	1.36755	0.50785	0.3949	0.0802
6.867	-0.12305	1.35005	0.49575	0.3889	0.07615
6.875	-0.1237	1.32975	0.4848	0.3822	0.0755
6.883	-0.1261	1.30815	0.47595	0.37565	0.07255
6.892	-0.12475	1.2844	0.46405	0.36695	0.067
6.900	-0.12535	1.2576	0.4531	0.3565	0.06495
6.908	-0.1255	1.232	0.44435	0.3486	0.06265
6.917	-0.1269	1.2078	0.4315	0.33675	0.06
6.925	-0.1271	1.1803	0.42205	0.32625	0.058
6.933	-0.12825	1.15585	0.40985	0.31555	0.05345
6.942	-0.1289	1.13295	0.40285	0.3054	0.05155
6.950	-0.13	1.1127	0.39555	0.2936	0.04985
6.958	-0.13025	1.0945	0.387	0.2853	0.0483
6.967	-0.12955	1.07365	0.3813	0.2787	0.04825
6.975	-0.1306	1.05875	0.3728	0.2741	0.0441
6.983	-0.12895	1.04505	0.369	0.2658	0.0408
6.992	-0.13155	1.0331	0.36815	0.26015	0.0395
7.000	-0.1351	1.0219	0.3614	0.25415	0.03735
7.008	-0.1362	1.01455	0.35705	0.24745	0.03675
7.017	-0.13405	1.0039	0.354	0.2435	0.0353
7.025	-0.1354	0.99605	0.3532	0.23945	0.03755
7.033	-0.1367	0.98865	0.3531	0.2368	0.03825
7.042	-0.135	0.98235	0.34775	0.2331	0.03745
7.050	-0.13375	0.9782	0.34655	0.22975	0.0361
7.058	-0.1336	0.9772	0.344	0.2282	0.0352
7.067	-0.13585	0.9749	0.344	0.22415	0.0339
7.075	-0.13515	0.9732	0.34625	0.2227	0.03355
7.083	-0.1367	0.96915	0.3426	0.2219	0.03215
7.092	-0.1385	0.96675	0.34065	0.2183	0.03095
7.100	-0.13845	0.96535	0.33825	0.21795	0.033
7.108	-0.13865	0.9598	0.33745	0.21745	0.03185
7.117	-0.13925	0.95815	0.33435	0.2158	0.029
7.125	-0.13945	0.9556	0.33335	0.21515	0.02825
7.133	-0.1411	0.95215	0.3342	0.21145	0.02535
7.142	-0.14065	0.95155	0.33485	0.2094	0.02305
7.150	-0.1441	0.9495	0.3341	0.2101	0.0246
7.158	-0.14455	0.9483	0.33355	0.2099	0.0255
7.167	-0.14485	0.94375	0.33375	0.2063	0.0257
7.175	-0.145	0.9429	0.33125	0.20345	0.0259
7.183	-0.146	0.9414	0.3298	0.20145	0.02485
7.192	-0.14815	0.9395	0.3287	0.20035	0.02465
7.200	-0.14805	0.9371	0.32725	0.198	0.0249
7.208	-0.1466	0.93695	0.3274	0.19735	0.0237
7.217	-0.1475	0.9371	0.3279	0.1946	0.02365
7.225	-0.1489	0.9347	0.32575	0.1968	0.02415
7.233	-0.1466	0.9314	0.3245	0.1975	0.02085
7.242	-0.1472	0.92895	0.3231	0.196	0.0204
7.250	-0.15075	0.92915	0.3212	0.1943	0.02065
7.258	-0.14965	0.93265	0.32235	0.19415	0.02095
7.267	-0.15305	0.9287	0.32155	0.19195	0.01865
7.275	-0.15305	0.9264	0.3199	0.18955	0.01855
7.283	-0.15225	0.92405	0.3187	0.189	0.0207
7.292	-0.15285	0.92235	0.31815	0.18725	0.0217
7.300	-0.14965	0.92155	0.31655	0.1893	0.02055
7.308	-0.1518	0.9201	0.31545	0.18585	0.01835
7.317	-0.1516	0.91925	0.31365	0.1836	0.0199
7.325	-0.1511	0.91895	0.31415	0.18145	0.02025
7.333	-0.15085	0.918	0.31245	0.1794	0.0177
7.342	-0.15125	0.91695	0.30875	0.1764	0.0182
7.350	-0.15275	0.91395	0.3065	0.1777	0.01685
7.358	-0.153	0.9101	0.3043	0.1765	0.0166
7.367	-0.15335	0.9077	0.3031	0.1743	0.0174
7.375	-0.1533	0.9041	0.3041	0.17215	0.0157
7.383	-0.1535	0.90315	0.3025	0.16995	0.01565
7.392	-0.15535	0.9015	0.30365	0.17135	0.01445
7.400	-0.15635	0.89855	0.3051	0.16755	0.0121
7.408	-0.15615	0.89845	0.30275	0.1672	0.01245
7.417	-0.1555	0.8945	0.3031	0.1674	0.0126
7.425	-0.15645	0.89385	0.30215	0.1663	0.01215
7.433	-0.15945	0.8893	0.30205	0.16155	0.0103
7.442	-0.15885	0.89065	0.29925	0.16145	0.0097
7.450	-0.15915	0.8888	0.2995	0.16005	0.0107
7.458	-0.16065	0.88965	0.30055	0.15925	0.01175
7.467	-0.1615	0.8894	0.2997	0.1591	0.0099
7.475	-0.164	0.88795	0.30135	0.1578	0.0114
7.483	-0.16225	0.88685	0.2994	0.15975	0.0106
7.492	-0.16025	0.8876	0.2973	0.15695	0.007
7.500	-0.16485	0.88845	0.2981	0.1577	0.0067
7.508	-0.1664	0.888	0.2977	0.1579	0.00835
7.517	-0.16845	0.8899	0.29585	0.1561	0.00595
7.525	-0.16785	0.8864	0.2965	0.1554	0.00665
7.533	-0.16875	0.882	0.29535	0.15435	0.0065
7.542	-0.1688	0.8807	0.2944	0.15455	0.0091
7.550	-0.1681	0.88185	0.29275	0.15445	0.0075
7.558	-0.16775	0.8812	0.29205	0.1537	0.00615
7.567	-0.1671	0.88085	0.2923	0.1515	0.0074
7.575	-0.16705	0.8781	0.29145	0.1493	0.007
7.583	-0.16675	0.8805	0.2914	0.14835	0.004
7.592	-0.16715	0.87695	0.29035	0.1514	0.00345
7.600	-0.1691	0.8741	0.28685	0.14825	0.00295
7.608	-0.16875	0.87445	0.28425	0.1468	0.00575
7.617	-0.16885	0.8701	0.2839	0.1443	0.00335
7.625	-0.16975	0.86975	0.2812	0.14395	0.0014
7.633	-0.1698	0.866	0.2806	0.14185	0.0007
7.642	-0.17315	0.86375	0.2802	0.14	-0.0008
7.650	-0.1723	0.8616	0.28205	0.13975	-0.0003
7.658	-0.172	0.8613	0.2806	0.1373	0.00075
7.667	-0.17315	0.85975	0.2779	0.13565	-0.0004
7.675	-0.1752	0.8556	0.2803	0.13745	-0.00255
7.683	-0.17395	0.85285	0.27925	0.13235	-0.0026
7.692	-0.17535	0.8541	0.27685	0.1311	-0.00315
7.700	-0.17585	0.85145	0.2784	0.13005	-0.00255
7.708	-0.1777	0.85005	0.27715	0.13005	-0.0036
7.717	-0.17755	0.84925	0.2772	0.1279	-0.00525
7.725	-0.1768	0.85025	0.2808	0.1273	-0.00305
7.733	-0.17815	0.85035	0.2799	0.12965	0.00035
7.742	-0.17925	0.85355	0.2815	0.131	-0.00375
7.750	-0.17625	0.8558	0.2812	0.1316	-0.00625
7.758	-0.1796	0.85885	0.2854	0.13275	-0.0046
7.767	-0.1825	0.86195	0.288	0.13545	-0.00565
