Samples	water	D-St6	D-St7	D-St8	D-St9
52.983	-1.4675	-0.98245	-0.9903	-1.68955	-0.9662
52.992	-1.4697	-0.98295	-0.9921	-1.6915	-0.9679
53.000	-1.46845	-0.9819	-0.9922	-1.69125	-0.96725
53.008	-1.46875	-0.98255	-0.9911	-1.6919	-0.9673
53.017	-1.4688	-0.982	-0.99325	-1.69385	-0.9696
53.025	-1.47035	-0.981	-0.99225	-1.6913	-0.9677
53.033	-1.4696	-0.9832	-0.9909	-1.69355	-0.9662
53.042	-1.468	-0.9842	-0.9924	-1.6897	-0.9683
53.050	-1.46885	-0.98365	-0.99385	-1.69035	-0.96955
53.058	-1.4716	-0.98425	-0.99555	-1.68945	-0.9699
53.067	-1.47085	-0.9838	-0.99445	-1.69055	-0.9705
53.075	-1.47265	-0.9829	-0.99465	-1.6922	-0.97055
53.083	-1.47215	-0.98625	-0.9941	-1.68935	-0.97065
53.092	-1.4709	-0.98615	-0.99295	-1.69085	-0.9687
53.100	-1.47165	-0.98775	-0.99505	-1.6894	-0.96725
53.108	-1.47005	-0.9865	-0.9952	-1.6896	-0.968
53.117	-1.4705	-0.987	-0.99465	-1.6898	-0.96515
53.125	-1.46895	-0.9863	-0.99595	-1.6889	-0.9672
53.133	-1.4687	-0.98585	-0.99685	-1.69095	-0.9679
53.142	-1.469	-0.98105	-0.99405	-1.69205	-0.9663
53.150	-1.46735	-0.98365	-0.99585	-1.69415	-0.96845
53.158	-1.4697	-0.98425	-0.99765	-1.6958	-0.968
53.167	-1.4686	-0.98165	-0.99855	-1.6947	-0.96725
53.175	-1.46805	-0.9806	-0.99825	-1.69485	-0.96875
53.183	-1.47025	-0.9822	-0.99835	-1.69425	-0.96685
53.192	-1.46865	-0.98205	-0.99675	-1.69455	-0.96765
53.200	-1.4698	-0.9838	-0.9982	-1.6951	-0.9678
53.208	-1.4713	-0.98175	-0.99445	-1.6943	-0.9702
53.217	-1.4713	-0.9823	-0.9963	-1.6944	-0.97
53.225	-1.47145	-0.98295	-0.9938	-1.69465	-0.96795
53.233	-1.47255	-0.98285	-0.99415	-1.69485	-0.96785
53.242	-1.4723	-0.9845	-0.99425	-1.69345	-0.9674
53.250	-1.4705	-0.98605	-0.9935	-1.6964	-0.9691
53.258	-1.47135	-0.98405	-0.99545	-1.699	-0.9695
53.267	-1.4728	-0.98565	-0.995	-1.69785	-0.9689
53.275	-1.4732	-0.98525	-0.994	-1.69805	-0.96795
53.283	-1.47355	-0.9856	-0.99325	-1.697	-0.9686
53.292	-1.47165	-0.98435	-0.993	-1.6977	-0.96725
53.300	-1.4696	-0.9866	-0.99435	-1.69485	-0.9698
53.308	-1.4724	-0.98585	-0.99575	-1.6944	-0.9713
53.317	-1.4728	-0.98525	-0.995	-1.69315	-0.9692
53.325	-1.47645	-0.9861	-0.99575	-1.6932	-0.97145
53.333	-1.4743	-0.98525	-0.9953	-1.6929	-0.97135
53.342	-1.4768	-0.98795	-0.99485	-1.69425	-0.9714
53.350	-1.4766	-0.98805	-0.99415	-1.69325	-0.96945
53.358	-1.47505	-0.98755	-0.99425	-1.69605	-0.9675
53.367	-1.4728	-0.9887	-0.99525	-1.6943	-0.9681
53.375	-1.4726	-0.98635	-0.9954	-1.6951	-0.969
53.383	-1.47335	-0.98855	-0.9949	-1.6959	-0.9679
53.392	-1.4729	-0.98605	-0.99745	-1.6971	-0.96845
53.400	-1.47295	-0.9855	-0.9947	-1.69735	-0.9677
53.408	-1.4732	-0.9858	-0.996	-1.6982	-0.968
53.417	-1.47465	-0.9829	-0.99915	-1.69715	-0.96875
53.425	-1.47505	-0.98425	-0.999	-1.69785	-0.96665
53.433	-1.47395	-0.9832	-0.99815	-1.70015	-0.9689
53.442	-1.4757	-0.9839	-0.9991	-1.69895	-0.9691
53.450	-1.476	-0.985	-0.9999	-1.69895	-0.97035
53.458	-1.47515	-0.98375	-0.9974	-1.6985	-0.9697
53.467	-1.4762	-0.9846	-0.9964	-1.70045	-0.9669
53.475	-1.4786	-0.98415	-0.9982	-1.70185	-0.9693
53.483	-1.47815	-0.98375	-0.99555	-1.7032	-0.9708
53.492	-1.47665	-0.98585	-0.99345	-1.6991	-0.96995
53.500	-1.4771	-0.98445	-0.99685	-1.70065	-0.9708
53.508	-1.47935	-0.9848	-0.9957	-1.70015	-0.9696
53.517	-1.4798	-0.98585	-0.99595	-1.70235	-0.97065
53.525	-1.47865	-0.98625	-0.9964	-1.70345	-0.9701
53.533	-1.4775	-0.9856	-0.997	-1.70285	-0.97025
53.542	-1.48015	-0.98525	-0.99485	-1.7039	-0.96925
53.550	-1.48025	-0.9869	-0.99745	-1.70275	-0.972
53.558	-1.47865	-0.98605	-0.99755	-1.6999	-0.97315
53.567	-1.4793	-0.9879	-0.99835	-1.70065	-0.97435
53.575	-1.48205	-0.98605	-0.99935	-1.6983	-0.97435
53.583	-1.482	-0.98605	-0.99855	-1.6986	-0.97325
53.592	-1.4827	-0.98655	-0.99985	-1.7005	-0.97375
53.600	-1.48225	-0.98895	-1.00075	-1.70125	-0.97265
53.608	-1.48305	-0.98775	-1.0017	-1.7006	-0.9714
53.617	-1.48095	-0.98955	-0.9993	-1.6993	-0.9702
53.625	-1.47985	-0.989	-0.99975	-1.7012	-0.96955
53.633	-1.48095	-0.9894	-1.00155	-1.7011	-0.97045
53.642	-1.4791	-0.9894	-1.0018	-1.7029	-0.96995
53.650	-1.4801	-0.988	-1.00035	-1.7033	-0.969
53.658	-1.47985	-0.9867	-1.00015	-1.7047	-0.97125
53.667	-1.48165	-0.9854	-1.00225	-1.7058	-0.97055
53.675	-1.48145	-0.98455	-0.99985	-1.7079	-0.9708
53.683	-1.48055	-0.98335	-1.0026	-1.7068	-0.9714
53.692	-1.48105	-0.98605	-1.002	-1.70605	-0.9718
53.700	-1.4827	-0.98675	-1.00235	-1.705	-0.97545
53.708	-1.4816	-0.9854	-1.00315	-1.70815	-0.97315
53.717	-1.48285	-0.9868	-1.00155	-1.70835	-0.9745
53.725	-1.48295	-0.98695	-0.9987	-1.70905	-0.9762
53.733	-1.48235	-0.9877	-0.99885	-1.70595	-0.97535
53.742	-1.4847	-0.98555	-0.99895	-1.7083	-0.97505
53.750	-1.4856	-0.98875	-0.9992	-1.70685	-0.9763
53.758	-1.4845	-0.98935	-0.9978	-1.70995	-0.97495
53.767	-1.4867	-0.98895	-0.99935	-1.7109	-0.97575
53.775	-1.48705	-0.98965	-0.9993	-1.7101	-0.9768
53.783	-1.4884	-0.9901	-0.99945	-1.70985	-0.97605
53.792	-1.48815	-0.99045	-1.00095	-1.71245	-0.9765
53.800	-1.4881	-0.9914	-1.00125	-1.71115	-0.9763
53.808	-1.4891	-0.991	-1.0017	-1.711	-0.97825
53.817	-1.4866	-0.9913	-1.00145	-1.70855	-0.97865
53.825	-1.48995	-0.99	-1.00185	-1.71095	-0.98045
53.833	-1.49065	-0.99005	-1.00325	-1.71	-0.98035
53.842	-1.491	-0.98945	-1.00285	-1.70945	-0.9797
53.850	-1.4922	-0.99105	-1.00335	-1.7116	-0.98145
53.858	-1.4932	-0.9923	-1.00005	-1.7103	-0.98015
53.867	-1.4916	-0.9934	-1.002	-1.71065	-0.97685
53.875	-1.48975	-0.9929	-1.0025	-1.7116	-0.97735
53.883	-1.4897	-0.9929	-1.0042	-1.7109	-0.9767
53.892	-1.4895	-0.99285	-1.0046	-1.71145	-0.97525
53.900	-1.48825	-0.99015	-1.0031	-1.71065	-0.9773
53.908	-1.48875	-0.98945	-1.0035	-1.71355	-0.9785
53.917	-1.49105	-0.99025	-1.0051	-1.71505	-0.97965
53.925	-1.48995	-0.9889	-1.00565	-1.7137	-0.9792
53.933	-1.49025	-0.98985	-1.00775	-1.7134	-0.97795
53.942	-1.49165	-0.98835	-1.0063	-1.71535	-0.9805
53.950	-1.4907	-0.98855	-1.00755	-1.7159	-0.97975
53.958	-1.4927	-0.99	-1.00625	-1.717	-0.98175
53.967	-1.49405	-0.9892	-1.00805	-1.71705	-0.9825
53.975	-1.495	-0.98935	-1.0047	-1.71615	-0.9825
53.983	-1.49675	-0.99015	-1.0049	-1.71815	-0.98285
53.992	-1.49695	-0.99065	-1.0052	-1.7164	-0.9835
54.000	-1.49655	-0.9929	-1.00405	-1.71635	-0.9839
54.008	-1.4975	-0.991	-1.00405	-1.717	-0.98365
54.017	-1.4982	-0.9922	-1.0045	-1.72085	-0.98435
54.025	-1.49915	-0.99145	-1.004	-1.7209	-0.985
54.033	-1.49735	-0.99135	-1.00295	-1.72155	-0.98615
54.042	-1.4998	-0.9918	-1.0056	-1.72035	-0.98665
54.050	-1.50005	-0.993	-1.0053	-1.72205	-0.98625
54.058	-1.50165	-0.99485	-1.0058	-1.7215	-0.9853
54.067	-1.4974	-0.99285	-1.00805	-1.7198	-0.9878
54.075	-1.49925	-0.99185	-1.0083	-1.71985	-0.98835
54.083	-1.50085	-0.99255	-1.0118	-1.7196	-0.9886
54.092	-1.50165	-0.99405	-1.01115	-1.72025	-0.988
54.100	-1.50295	-0.99435	-1.00975	-1.7201	-0.988
54.108	-1.50245	-0.99405	-1.01055	-1.72	-0.99035
54.117	-1.50425	-0.9965	-1.0117	-1.72195	-0.98765
54.125	-1.5035	-0.99665	-1.01215	-1.7226	-0.98755
54.133	-1.50045	-0.9977	-1.01125	-1.7226	-0.9873
54.142	-1.50055	-0.99715	-1.0126	-1.724	-0.98465
54.150	-1.50085	-0.9972	-1.01375	-1.72295	-0.98545
54.158	-1.5017	-0.9956	-1.0124	-1.7247	-0.9868
54.167	-1.50045	-0.99285	-1.0108	-1.72615	-0.98825
54.175	-1.5013	-0.99285	-1.0134	-1.7244	-0.9879
54.183	-1.50275	-0.9927	-1.0153	-1.725	-0.989
54.192	-1.50355	-0.9916	-1.01515	-1.72705	-0.989
54.200	-1.50125	-0.9917	-1.0141	-1.72635	-0.98865
54.208	-1.50245	-0.9944	-1.014	-1.72755	-0.99045
54.217	-1.5048	-0.99365	-1.0162	-1.72855	-0.9899
54.225	-1.5047	-0.99415	-1.0135	-1.7299	-0.9892
54.233	-1.50615	-0.99455	-1.01315	-1.72965	-0.98955
54.242	-1.5074	-0.994	-1.0127	-1.72925	-0.98945
54.250	-1.50785	-0.9939	-1.01085	-1.7319	-0.98965
54.258	-1.50885	-0.996	-1.0122	-1.7292	-0.9911
54.267	-1.50895	-0.9949	-1.01275	-1.73215	-0.99255
54.275	-1.50945	-0.99355	-1.01345	-1.73435	-0.99255
54.283	-1.51135	-0.9929	-1.01235	-1.7349	-0.9937
54.292	-1.51175	-0.9943	-1.0104	-1.73425	-0.994
54.300	-1.5124	-0.9956	-1.01215	-1.73395	-0.9931
54.308	-1.5118	-0.99645	-1.0141	-1.7346	-0.9924
54.317	-1.5119	-0.9976	-1.0129	-1.7323	-0.9944
54.325	-1.51175	-0.99715	-1.0154	-1.7335	-0.99615
54.333	-1.51335	-0.997	-1.01455	-1.7335	-0.9961
54.342	-1.51405	-0.9968	-1.0161	-1.73445	-0.9967
54.350	-1.5162	-0.99725	-1.01505	-1.7341	-0.99645
54.358	-1.5154	-0.99765	-1.01385	-1.73415	-0.99625
54.367	-1.5149	-0.99935	-1.01515	-1.73745	-0.9951
54.375	-1.51575	-0.99825	-1.01555	-1.73635	-0.9939
54.383	-1.5151	-1.0002	-1.0172	-1.73775	-0.99375
54.392	-1.51395	-0.9988	-1.0165	-1.73835	-0.99455
54.400	-1.514	-0.99885	-1.01605	-1.73895	-0.99365
54.408	-1.5139	-1.00005	-1.01715	-1.73965	-0.995
54.417	-1.51405	-0.99575	-1.01685	-1.7409	-0.99575
54.425	-1.51455	-0.997	-1.0147	-1.74145	-0.99525
54.433	-1.5162	-0.9943	-1.0187	-1.74505	-0.9968
54.442	-1.51615	-0.99655	-1.0182	-1.7442	-0.99655
54.450	-1.5177	-0.9941	-1.01685	-1.74505	-0.9978
54.458	-1.517	-0.9958	-1.01825	-1.74455	-0.99815
54.467	-1.51735	-0.99655	-1.01795	-1.74435	-0.99745
54.475	-1.52015	-0.99545	-1.01915	-1.7458	-0.9996
54.483	-1.5209	-0.9966	-1.0162	-1.74755	-0.9998
54.492	-1.52235	-0.9955	-1.01525	-1.7471	-0.9988
54.500	-1.5261	-0.9958	-1.01605	-1.74915	-1.0027
54.508	-1.52665	-0.9959	-1.01395	-1.74695	-1.00195
54.517	-1.52575	-0.99685	-1.01505	-1.74495	-1.0018
54.525	-1.52555	-0.9957	-1.01755	-1.74925	-1.0006
54.533	-1.5274	-0.9983	-1.0166	-1.75125	-1.0027
54.542	-1.5275	-0.9976	-1.018	-1.75105	-1.0023
54.550	-1.52705	-0.9984	-1.01575	-1.7517	-1.0052
54.558	-1.5283	-0.9991	-1.01765	-1.75315	-1.00415
54.567	-1.52865	-0.9997	-1.01635	-1.7532	-1.0008
54.575	-1.52955	-1.00105	-1.0173	-1.74985	-1.00295
54.583	-1.52635	-1.0008	-1.01835	-1.75	-1.0042
54.592	-1.5315	-0.9992	-1.0168	-1.7518	-1.00405
54.600	-1.53115	-1.00015	-1.01785	-1.7512	-1.00335
54.608	-1.53085	-0.99825	-1.01805	-1.75305	-1.0045
54.617	-1.5338	-0.99965	-1.0191	-1.7534	-1.0059
54.625	-1.5324	-1.00085	-1.0201	-1.7541	-1.0042
54.633	-1.53355	-1.0	-1.0196	-1.7539	-1.0041
54.642	-1.53035	-0.9998	-1.0203	-1.7544	-1.00185
54.650	-1.53155	-1.00085	-1.0214	-1.75635	-0.9999
54.658	-1.53335	-0.99985	-1.0231	-1.75615	-1.0014
54.667	-1.53135	-0.9988	-1.0213	-1.75825	-1.00155
54.675	-1.53375	-0.99805	-1.019	-1.75965	-1.00285
54.683	-1.53355	-0.99805	-1.02265	-1.7583	-1.00225
54.692	-1.5346	-0.9965	-1.02265	-1.7616	-1.00195
54.700	-1.5361	-0.99605	-1.0236	-1.76005	-1.0047
54.708	-1.5349	-0.9987	-1.02575	-1.7624	-1.0043
54.717	-1.53655	-0.9974	-1.0248	-1.76225	-1.004
54.725	-1.5372	-0.9998	-1.0254	-1.76425	-1.00545
54.733	-1.53875	-0.99955	-1.02415	-1.76615	-1.00505
54.742	-1.54095	-0.99755	-1.02245	-1.7679	-1.00975
54.750	-1.5406	-0.99885	-1.02315	-1.76645	-1.0113
54.758	-1.54135	-0.9998	-1.02075	-1.7664	-1.01105
54.767	-1.5429	-1.00175	-1.0215	-1.7666	-1.00795
54.775	-1.5454	-0.9992	-1.022	-1.7666	-1.0095
54.783	-1.54525	-0.9995	-1.02145	-1.7689	-1.01045
54.792	-1.54535	-1.00195	-1.02275	-1.7708	-1.0123
54.800	-1.5464	-1.00295	-1.02235	-1.7714	-1.0115
54.808	-1.5465	-1.0031	-1.02305	-1.7736	-1.0109
54.817	-1.54825	-1.00175	-1.0211	-1.7714	-1.0099
54.825	-1.54795	-1.00375	-1.02375	-1.7724	-1.01
54.833	-1.5468	-1.00315	-1.0245	-1.76985	-1.01125
54.842	-1.5471	-1.00425	-1.0252	-1.7704	-1.0143
54.850	-1.5499	-1.003	-1.0273	-1.7719	-1.01215
54.858	-1.5488	-1.00235	-1.0275	-1.7711	-1.0131
54.867	-1.54875	-1.0029	-1.02595	-1.7737	-1.01345
54.875	-1.5522	-1.00445	-1.0257	-1.7751	-1.013
54.883	-1.55125	-1.00645	-1.0282	-1.7743	-1.012
54.892	-1.551	-1.00705	-1.02865	-1.77705	-1.0105
54.900	-1.55165	-1.0059	-1.0287	-1.77535	-1.0101
54.908	-1.5494	-1.0069	-1.02995	-1.77615	-1.0102
54.917	-1.5516	-1.00785	-1.02825	-1.7781	-1.0101
54.925	-1.54995	-1.00405	-1.02925	-1.7775	-1.01065
54.933	-1.55185	-1.0031	-1.0288	-1.7788	-1.01135
54.942	-1.5522	-1.00185	-1.02985	-1.7808	-1.0144
54.950	-1.55215	-1.00235	-1.03045	-1.7806	-1.01185
54.958	-1.5526	-1.00175	-1.03165	-1.7814	-1.01045
54.967	-1.55405	-1.0014	-1.0316	-1.78315	-1.0133
54.975	-1.55465	-1.0034	-1.0321	-1.78465	-1.01395
54.983	-1.5555	-1.0039	-1.0312	-1.7849	-1.0137
54.992	-1.5568	-1.00345	-1.0302	-1.78505	-1.01615
55.000	-1.55795	-1.003	-1.02765	-1.78665	-1.0146
55.008	-1.56065	-1.00395	-1.0292	-1.7866	-1.0158
55.017	-1.56125	-1.00375	-1.0285	-1.7872	-1.01525
55.025	-1.56275	-1.0061	-1.02795	-1.78525	-1.0175
55.033	-1.56295	-1.0063	-1.0294	-1.78875	-1.01845
55.042	-1.563	-1.0086	-1.02985	-1.7879	-1.01755
55.050	-1.56335	-1.00585	-1.03005	-1.78945	-1.019
55.058	-1.56425	-1.00765	-1.0313	-1.79015	-1.0202
55.067	-1.5653	-1.00695	-1.0297	-1.78955	-1.0178
55.075	-1.5646	-1.00835	-1.032	-1.7912	-1.01685
55.083	-1.56505	-1.0098	-1.03085	-1.7882	-1.0185
55.092	-1.56445	-1.00895	-1.0325	-1.7891	-1.01945
55.100	-1.566	-1.0102	-1.03305	-1.7897	-1.0218
55.108	-1.56675	-1.0086	-1.0327	-1.78895	-1.01935
55.117	-1.5677	-1.0079	-1.03345	-1.79045	-1.02185
55.125	-1.5682	-1.00765	-1.03415	-1.79115	-1.0218
55.133	-1.56745	-1.00945	-1.03395	-1.79155	-1.02155
55.142	-1.5689	-1.0125	-1.035	-1.7901	-1.01985
55.150	-1.5679	-1.00915	-1.0359	-1.7924	-1.02045
55.158	-1.5662	-1.01205	-1.03705	-1.7914	-1.0192
55.167	-1.5653	-1.00925	-1.0382	-1.79285	-1.01925
55.175	-1.56535	-1.00995	-1.0366	-1.79395	-1.02045
55.183	-1.56685	-1.00755	-1.0366	-1.7958	-1.01975
55.192	-1.56685	-1.0086	-1.03585	-1.7966	-1.02155
55.200	-1.56835	-1.0095	-1.03745	-1.79505	-1.02115
55.208	-1.56965	-1.00795	-1.0403	-1.79725	-1.02115
55.217	-1.56905	-1.00895	-1.04025	-1.7984	-1.0211
55.225	-1.5687	-1.0094	-1.03965	-1.7991	-1.0236
55.233	-1.5695	-1.0101	-1.04105	-1.80095	-1.02435
55.242	-1.571	-1.0107	-1.0403	-1.8013	-1.02445
55.250	-1.5725	-1.0111	-1.03735	-1.8016	-1.0238
55.258	-1.5733	-1.0121	-1.03805	-1.8006	-1.0253
55.267	-1.5752	-1.0124	-1.03805	-1.8026	-1.02555
55.275	-1.5759	-1.01345	-1.03855	-1.8009	-1.02705
55.283	-1.57725	-1.01445	-1.03865	-1.79975	-1.0272
55.292	-1.57515	-1.01545	-1.0387	-1.8032	-1.02955
55.300	-1.57685	-1.01595	-1.0398	-1.80315	-1.03
55.308	-1.57765	-1.01435	-1.03775	-1.80375	-1.0295
55.317	-1.5779	-1.0151	-1.03885	-1.80465	-1.0293
55.325	-1.5792	-1.01695	-1.039	-1.8039	-1.0304
55.333	-1.5774	-1.0189	-1.04035	-1.80495	-1.02815
55.342	-1.5774	-1.01745	-1.043	-1.8022	-1.0311
55.350	-1.5767	-1.01705	-1.0422	-1.8013	-1.033
55.358	-1.5801	-1.0175	-1.04575	-1.8041	-1.03165
55.367	-1.58175	-1.0188	-1.0438	-1.80295	-1.03325
55.375	-1.58095	-1.01775	-1.04575	-1.8016	-1.03255
55.383	-1.58235	-1.0183	-1.0458	-1.80495	-1.0345
55.392	-1.5814	-1.01715	-1.047	-1.8041	-1.0305
55.400	-1.5823	-1.02115	-1.04835	-1.8049	-1.0321
55.408	-1.58105	-1.0193	-1.0472	-1.80555	-1.0302
55.417	-1.5809	-1.02045	-1.047	-1.8073	-1.0308
55.425	-1.5817	-1.02065	-1.0459	-1.8068	-1.0306
55.433	-1.5823	-1.01725	-1.0476	-1.8077	-1.03205
55.442	-1.58135	-1.01865	-1.04785	-1.8097	-1.0318
55.450	-1.5824	-1.01845	-1.04595	-1.8091	-1.034
55.458	-1.58335	-1.02065	-1.04945	-1.80795	-1.03325
55.467	-1.58465	-1.01995	-1.0485	-1.80995	-1.0348
55.475	-1.5844	-1.01965	-1.05115	-1.81195	-1.0349
55.483	-1.5841	-1.0196	-1.05065	-1.81275	-1.034
55.492	-1.5858	-1.01995	-1.0506	-1.8122	-1.03795
55.500	-1.5859	-1.02125	-1.0518	-1.81305	-1.0368
55.508	-1.58685	-1.02095	-1.04925	-1.81465	-1.03555
55.517	-1.58805	-1.02145	-1.04925	-1.8148	-1.03605
55.525	-1.5888	-1.0236	-1.04955	-1.81605	-1.0382
55.533	-1.58875	-1.0239	-1.04805	-1.81325	-1.0394
55.542	-1.58845	-1.0252	-1.04985	-1.81635	-1.0388
55.550	-1.59205	-1.02675	-1.05075	-1.81715	-1.0404
55.558	-1.5935	-1.0266	-1.05185	-1.81855	-1.041
55.567	-1.59225	-1.0266	-1.0534	-1.8209	-1.04335
55.575	-1.5938	-1.0274	-1.05205	-1.81955	-1.0412
55.583	-1.59275	-1.0295	-1.05275	-1.8211	-1.0418
55.592	-1.59425	-1.0294	-1.05385	-1.81915	-1.04235
55.600	-1.59205	-1.0288	-1.05415	-1.8176	-1.04405
55.608	-1.5939	-1.02885	-1.05585	-1.81655	-1.04615
55.617	-1.59575	-1.03025	-1.0561	-1.8184	-1.04625
55.625	-1.5952	-1.02915	-1.056	-1.81765	-1.0453
55.633	-1.59505	-1.02765	-1.05875	-1.81815	-1.04615
55.642	-1.5959	-1.031	-1.05885	-1.82055	-1.0471
55.650	-1.59625	-1.0314	-1.0569	-1.821	-1.0469
55.658	-1.59605	-1.03255	-1.0595	-1.8206	-1.04515
55.667	-1.59535	-1.03295	-1.0612	-1.82175	-1.04515
55.675	-1.5955	-1.0322	-1.0631	-1.8219	-1.0456
55.683	-1.5955	-1.0343	-1.06165	-1.8228	-1.0462
55.692	-1.59615	-1.03115	-1.0613	-1.82305	-1.0467
55.700	-1.5961	-1.0306	-1.0598	-1.8249	-1.0473
55.708	-1.5956	-1.03015	-1.0634	-1.82705	-1.04785
55.717	-1.59815	-1.02855	-1.06415	-1.82755	-1.048
55.725	-1.5969	-1.0296	-1.06525	-1.82695	-1.04605
55.733	-1.599	-1.0303	-1.06385	-1.8272	-1.0495
55.742	-1.59995	-1.0306	-1.0659	-1.8273	-1.05035
55.750	-1.60065	-1.0325	-1.0671	-1.8296	-1.0503
55.758	-1.60255	-1.03115	-1.06395	-1.8295	-1.05275
55.767	-1.60175	-1.03145	-1.06415	-1.82975	-1.05445
55.775	-1.6009	-1.0306	-1.063	-1.8297	-1.05415
55.783	-1.6026	-1.03265	-1.06595	-1.83	-1.05415
55.792	-1.60545	-1.03415	-1.06365	-1.82735	-1.0539
55.800	-1.60425	-1.0343	-1.0631	-1.8307	-1.05685
55.808	-1.60555	-1.0347	-1.0657	-1.83285	-1.0567
55.817	-1.60535	-1.03625	-1.0649	-1.83315	-1.05625
55.825	-1.60565	-1.0358	-1.06545	-1.8341	-1.0568
55.833	-1.6073	-1.03465	-1.06505	-1.8325	-1.05725
55.842	-1.60555	-1.0362	-1.0676	-1.83465	-1.056
55.850	-1.6067	-1.03865	-1.067	-1.83305	-1.0567
55.858	-1.60525	-1.0369	-1.0673	-1.83125	-1.05975
55.867	-1.60645	-1.0394	-1.0705	-1.83385	-1.05905
55.875	-1.60805	-1.0372	-1.07235	-1.8328	-1.0615
55.883	-1.6103	-1.036	-1.0735	-1.8298	-1.0602
55.892	-1.6097	-1.0377	-1.07105	-1.8334	-1.06155
55.900	-1.6111	-1.0402	-1.07185	-1.8335	-1.06125
55.908	-1.61055	-1.04155	-1.0739	-1.8355	-1.0598
55.917	-1.6096	-1.0401	-1.0752	-1.83345	-1.05975
55.925	-1.61065	-1.04035	-1.076	-1.8338	-1.0615
55.933	-1.609	-1.0402	-1.0762	-1.8353	-1.0595
55.942	-1.6093	-1.04155	-1.0748	-1.83675	-1.0599
55.950	-1.6088	-1.0404	-1.0746	-1.83675	-1.0608
55.958	-1.6098	-1.0397	-1.07295	-1.8368	-1.0602
55.967	-1.6104	-1.03905	-1.0758	-1.83575	-1.0619
55.975	-1.61085	-1.03955	-1.0768	-1.8363	-1.06015
55.983	-1.61245	-1.0397	-1.07655	-1.84	-1.06225
55.992	-1.6118	-1.04065	-1.07615	-1.83965	-1.06345
56.000	-1.61155	-1.04015	-1.07615	-1.84	-1.06495
56.008	-1.61215	-1.04085	-1.07835	-1.83795	-1.06365
56.017	-1.6142	-1.04015	-1.0754	-1.83815	-1.06495
56.025	-1.6142	-1.0421	-1.07305	-1.839	-1.06585
56.033	-1.61415	-1.0413	-1.07325	-1.8385	-1.06595
56.042	-1.6146	-1.0443	-1.0739	-1.83925	-1.06565
56.050	-1.6155	-1.04455	-1.0747	-1.8391	-1.0663
56.058	-1.61815	-1.04575	-1.0739	-1.8411	-1.06765
56.067	-1.61665	-1.046	-1.0772	-1.8435	-1.06745
56.075	-1.61875	-1.04565	-1.077	-1.84175	-1.0683
56.083	-1.6173	-1.04715	-1.07655	-1.84145	-1.06835
56.092	-1.62	-1.04775	-1.0767	-1.84195	-1.0676
56.100	-1.6179	-1.0473	-1.07805	-1.8434	-1.06585
56.108	-1.61635	-1.0462	-1.078	-1.84005	-1.06855
56.117	-1.6179	-1.04615	-1.0793	-1.84085	-1.07055
56.125	-1.6207	-1.04705	-1.0812	-1.84065	-1.06915
56.133	-1.6206	-1.04595	-1.0814	-1.84115	-1.0706
56.142	-1.62115	-1.045	-1.08075	-1.84	-1.0721
56.150	-1.62065	-1.04675	-1.082	-1.8407	-1.07115
56.158	-1.6207	-1.04755	-1.08345	-1.84185	-1.06975
56.167	-1.62155	-1.047	-1.08235	-1.84125	-1.07035
56.175	-1.62025	-1.0491	-1.0834	-1.8426	-1.0687
56.183	-1.62	-1.0479	-1.0826	-1.8432	-1.07095
56.192	-1.61855	-1.04965	-1.0828	-1.8421	-1.07145
56.200	-1.6183	-1.04715	-1.08185	-1.8453	-1.07195
56.208	-1.62005	-1.04545	-1.0811	-1.8441	-1.07195
56.217	-1.62095	-1.04615	-1.0817	-1.8461	-1.0715
56.225	-1.62245	-1.045	-1.0848	-1.84725	-1.0726
56.233	-1.62345	-1.0463	-1.0845	-1.8471	-1.07335
56.242	-1.62265	-1.0466	-1.0854	-1.84645	-1.0734
56.250	-1.62225	-1.04815	-1.08405	-1.8481	-1.0757
56.258	-1.62375	-1.04855	-1.08485	-1.8483	-1.07655
56.267	-1.6254	-1.04885	-1.0847	-1.8505	-1.0769
56.275	-1.62565	-1.04835	-1.0834	-1.8508	-1.0774
56.283	-1.62865	-1.0501	-1.0833	-1.85225	-1.07785
56.292	-1.6294	-1.05135	-1.0825	-1.85225	-1.0776
56.300	-1.6325	-1.05245	-1.0838	-1.85095	-1.07925
56.308	-1.6313	-1.05205	-1.0844	-1.85235	-1.08075
56.317	-1.63215	-1.0537	-1.08565	-1.855	-1.08145
56.325	-1.6341	-1.05555	-1.0873	-1.8566	-1.07985
56.333	-1.6348	-1.05565	-1.08725	-1.8586	-1.08075
56.342	-1.6338	-1.05875	-1.0876	-1.8593	-1.0825
56.350	-1.63515	-1.0579	-1.08765	-1.8589	-1.081
56.358	-1.63475	-1.0587	-1.089	-1.85925	-1.08015
56.367	-1.63415	-1.05895	-1.0906	-1.85975	-1.0835
56.375	-1.63645	-1.05935	-1.09045	-1.85985	-1.08355
56.383	-1.6398	-1.061	-1.0947	-1.86075	-1.08295
56.392	-1.6426	-1.06045	-1.09505	-1.86095	-1.08315
56.400	-1.64145	-1.05865	-1.0944	-1.86375	-1.0836
56.408	-1.644	-1.06175	-1.0965	-1.86535	-1.0862
56.417	-1.64425	-1.0618	-1.09525	-1.86715	-1.08405
56.425	-1.64505	-1.06195	-1.0979	-1.8703	-1.0814
